lead_id,name,email,company,industry,lead_source,lead_score,engagement_score,page_views,email_opens,time_on_site_minutes,converted,conversion_probability,days_in_pipeline,last_activity_date
LEAD-00871,Terry Gonzalez,burgesskevin@white.com,Taylor LLC,SaaS,paid_search,38.3,38.4,14,5,0.6,False,0.623,49,2026-02-16
LEAD-00872,Kayla Morris,madisonlarson@carroll.biz,Beltran-Bryant,Manufacturing,organic_search,38.8,48.0,39,16,24.9,False,0.349,78,2026-03-20
LEAD-00873,Martin Reed,caldwelltyler@hughes.com,Gonzalez Ltd,SaaS,referral,31.1,51.6,48,0,38.0,False,0.223,15,2026-02-02
LEAD-00874,Andrew Parker,ashaw@wu-smith.biz,Thomas Ltd,Media,demo_request,28.2,28.1,23,1,20.8,False,0.215,44,2026-01-28
LEAD-00875,Marilyn Duncan,curtis05@james.biz,Nicholson Group,E-commerce,content_download,36.1,29.3,38,5,17.8,False,0.41,60,2026-02-23
LEAD-00876,Timothy Cross,rhondasullivan@sutton-pugh.com,Tucker-Hicks,Media,content_download,14.9,54.1,23,0,13.0,False,0.103,13,2026-03-13
LEAD-00877,Jessica Hopkins,lmendoza@carlson-ortiz.com,Stafford Inc,Retail,content_download,9.6,14.6,11,4,30.5,False,0.21,66,2026-02-17
LEAD-00878,Casey Gilbert,lisagallegos@jackson.info,Morrison Group,Education,paid_search,34.4,31.2,47,19,30.5,False,0.466,45,2026-02-01
LEAD-00879,Larry Dean,david75@tapia-villegas.com,Gardner PLC,Retail,webinar,5.9,0.9,48,20,25.3,False,0.0,82,2026-02-26
LEAD-00880,Brittany Johnson,lrobertson@arellano.org,Page-Jones,Media,demo_request,6.0,0.0,11,0,6.8,False,0.195,1,2026-02-03
LEAD-00881,Krystal James,chambersmiguel@oliver.com,"Rogers, Avery and Rose",Education,demo_request,7.7,0.0,36,15,4.1,False,0.139,4,2026-01-30
LEAD-00882,Kathy Robles,hendersonalexis@cervantes.com,"Goodman, Webb and Hood",Healthcare,referral,7.8,13.8,44,10,10.6,False,0.295,63,2026-02-01
LEAD-00883,Anthony Harrison,guerradebra@marks.com,"Berry, Rivera and Brennan",Retail,demo_request,10.4,5.7,19,2,11.7,False,0.057,19,2026-02-04
LEAD-00884,Brenda Sims,marshalldylan@clarke.com,"Tran, Walker and Johnston",Media,organic_search,53.0,76.9,44,18,42.1,False,0.605,38,2026-03-26
LEAD-00885,Andrea Hale,courtneybraun@crawford.com,"Colon, Ellis and Moore",Manufacturing,paid_search,11.1,14.5,5,9,16.7,False,0.053,48,2026-03-20
LEAD-00886,Jean Kim DDS,johnsmith@klein.biz,Murphy-Torres,Manufacturing,organic_search,51.7,33.8,36,1,2.7,False,0.8,81,2026-02-20
LEAD-00887,Jamie Stevens,andrewpowell@reyes.com,"Lowe, Richard and Fields",SaaS,referral,55.7,62.8,47,18,16.1,False,0.485,61,2026-03-21
LEAD-00888,Barbara Wagner,lthomas@palmer.com,"Nelson, Weeks and Robinson",Healthcare,social,19.2,0.0,28,8,6.5,False,0.143,58,2026-02-06
LEAD-00889,Dr. Lauren Dunn PhD,haynescynthia@ortiz.com,Lutz LLC,Fintech,webinar,17.1,0.0,17,6,18.9,False,0.288,12,2026-03-22
LEAD-00890,Amy Campbell,melaniejackson@petersen.com,"Hansen, Santos and Smith",SaaS,demo_request,13.2,11.6,40,0,25.7,False,0.008,21,2026-03-17
LEAD-00891,Trevor Baker,hoganrobert@gray.biz,Nelson Inc,Education,social,9.6,0.6,4,20,23.7,False,0.086,34,2026-03-17
LEAD-00892,Pamela Holden,blackburndiana@hall-allen.com,Burns Ltd,Retail,content_download,5.4,0.0,20,14,2.3,False,0.146,26,2026-02-26
LEAD-00893,Mr. Billy Sanchez,lho@farrell-cook.com,Higgins and Sons,Retail,organic_search,8.1,32.1,29,9,5.5,False,0.074,8,2026-03-01
LEAD-00894,Rebecca Clark,christopher63@snyder-jones.com,Campbell-Frank,Retail,organic_search,15.2,32.6,11,5,16.7,False,0.068,43,2026-03-09
LEAD-00895,Jonathan Shaffer,morrowgeorge@brown.com,"Banks, Case and Boyd",Manufacturing,paid_search,39.0,32.8,43,2,8.9,False,0.282,12,2026-02-28
LEAD-00896,Sara Pierce,sextonmargaret@davis.com,Lee Ltd,Media,referral,10.3,0.0,12,5,24.8,False,0.0,74,2026-03-02
LEAD-00897,George Floyd,ghicks@smith.net,Sweeney Ltd,Manufacturing,social,6.2,5.5,5,15,17.0,False,0.165,87,2026-02-18
LEAD-00898,Darren Miller,zmontoya@thomas.biz,"Aguilar, Ford and Kemp",SaaS,organic_search,35.7,38.4,25,7,44.0,False,0.366,58,2026-03-20
LEAD-00899,Shelby Hunt,imullen@nash.net,Parker Ltd,SaaS,social,22.2,10.1,50,17,12.4,False,0.337,22,2026-03-10
LEAD-00900,Hannah Davis,thomas08@lopez.com,Lewis Ltd,E-commerce,referral,34.7,21.8,13,19,9.6,False,0.473,79,2026-02-02
LEAD-00901,Sara Thompson,guerrakevin@smith.com,Bradley-Patel,Retail,webinar,40.5,25.8,41,3,1.7,False,0.434,70,2026-03-24
LEAD-00902,Robert Hart,kevinfrederick@hodges.org,Barnes-Cortez,Fintech,demo_request,20.7,19.5,38,13,29.5,False,0.045,46,2026-03-26
LEAD-00903,Donald Smith,dalton51@miller.info,Trevino-Jones,E-commerce,paid_search,81.2,76.3,4,12,13.2,True,0.735,36,2026-01-26
LEAD-00904,Timothy Hughes,rhawkins@collins-vaughn.com,"Dickson, Velazquez and Boyd",Retail,demo_request,9.1,11.0,31,12,12.1,False,0.066,72,2026-02-07
LEAD-00905,Patricia Sellers,huntamanda@long.com,Brown-Wood,Manufacturing,referral,3.9,0.0,11,10,40.5,False,0.0,72,2026-02-08
LEAD-00906,Ellen Avila,christopherwalker@ortiz.com,Mann PLC,Education,social,36.8,28.6,4,2,29.4,False,0.206,40,2026-02-02
LEAD-00907,Travis Schmitt,stephanie72@jones.com,Gonzales Ltd,Healthcare,demo_request,27.5,53.7,37,18,25.6,False,0.114,46,2026-03-04
LEAD-00908,Rodney Dorsey,lisaanderson@gardner.com,Palmer-Wright,Media,organic_search,50.0,63.4,38,18,39.8,False,0.599,66,2026-01-30
LEAD-00909,Elizabeth Williams,heather12@stewart-ali.biz,"Ramirez, Becker and Stewart",Retail,organic_search,28.3,52.4,1,4,23.7,False,0.28,81,2026-03-04
LEAD-00910,Brandon Ellis,maddoxlynn@williams.com,Boyd Ltd,Manufacturing,demo_request,48.1,42.7,7,8,11.1,False,0.453,87,2026-01-27
LEAD-00911,Lori Tate,kathyhudson@welch-stokes.biz,Ward LLC,Fintech,social,45.9,58.4,44,10,6.8,False,0.296,32,2026-02-08
LEAD-00912,Jason Bailey,jacobwiggins@yates.com,"Butler, Gordon and Chambers",Fintech,content_download,23.5,20.4,47,17,34.4,False,0.237,44,2026-03-17
LEAD-00913,Cheryl Smith,james22@morrison.com,Anderson Inc,E-commerce,webinar,5.8,6.4,49,3,38.8,False,0.0,73,2026-01-26
LEAD-00914,David Santana,alecsmith@williams.biz,Spencer-Bass,SaaS,demo_request,10.8,18.9,23,5,24.1,False,0.216,27,2026-03-22
LEAD-00915,Alexis Snow,hutchinsonryan@smith.info,Chambers PLC,SaaS,demo_request,38.9,62.2,22,6,1.2,False,0.413,56,2026-01-30
LEAD-00916,Lisa Thomas,kmoss@nelson.biz,"Trevino, Strickland and Farmer",Media,paid_search,16.1,22.8,1,17,10.5,False,0.165,7,2026-02-05
LEAD-00917,Cheryl Boyd,alyssa83@anderson-willis.biz,Gutierrez and Sons,Healthcare,webinar,44.8,33.3,34,9,1.3,False,0.442,56,2026-03-04
LEAD-00918,Megan Alvarez,gibsonjenna@lopez-jenkins.org,"Evans, Nunez and White",Media,referral,12.5,15.7,26,18,6.8,False,0.003,89,2026-03-04
LEAD-00919,Heather Nelson,ibuckley@miller.com,Murphy-Martin,E-commerce,webinar,30.4,35.9,42,3,33.2,False,0.174,43,2026-03-10
LEAD-00920,Kaitlyn Ward,vmorgan@morris.com,Kirby-Ferguson,Media,organic_search,75.1,81.0,38,14,2.1,True,0.765,46,2026-03-19
LEAD-00921,Rebecca Reese,lramos@richardson.org,Mora and Sons,Media,social,14.3,30.9,49,9,16.0,False,0.11,36,2026-03-18
LEAD-00922,Jeffrey Ramirez,evansgary@allen.net,Lewis-Mercer,SaaS,demo_request,24.7,41.2,28,18,42.5,False,0.233,15,2026-02-11
LEAD-00923,Pamela Jones,allen62@wells-kim.com,Pittman-Mcintosh,Education,paid_search,5.9,6.2,33,14,36.0,False,0.051,61,2026-02-12
LEAD-00924,Matthew Olson,jessemason@smith.com,Rios-Campbell,Healthcare,webinar,29.6,46.8,42,9,11.4,False,0.361,89,2026-02-19
LEAD-00925,Cassandra Brown,grimesbrittney@mullen-hughes.biz,Freeman Ltd,Manufacturing,content_download,12.7,25.3,24,13,22.5,False,0.098,78,2026-02-13
LEAD-00926,Steven Knight,berrycharles@duncan.net,Sanders-Barnes,Manufacturing,webinar,26.2,27.8,30,19,7.8,False,0.342,49,2026-03-12
LEAD-00927,Kenneth Wilson,lewismary@daniel-martin.info,"Sanders, Jones and Krause",Fintech,content_download,25.6,0.0,27,7,7.8,False,0.165,61,2026-03-24
LEAD-00928,Joseph Reed,nathaniel00@evans-jones.biz,Frazier-Williams,Healthcare,paid_search,55.8,49.7,17,7,22.3,False,0.637,6,2026-03-03
LEAD-00929,Stephanie Crawford,lmoore@martin.com,"Carroll, Carson and Hoffman",Healthcare,content_download,37.0,42.3,41,19,4.0,False,0.297,86,2026-03-21
LEAD-00930,Erica Stevens,garnerdawn@long.info,Smith and Sons,SaaS,social,25.0,25.4,27,12,34.5,False,0.294,88,2026-02-09
LEAD-00931,Diana Baird,mariahtaylor@owens.biz,Alvarez-Bradshaw,E-commerce,social,17.2,1.2,5,7,14.2,False,0.247,3,2026-03-03
LEAD-00932,Joshua Harris,joshuaponce@wagner-moore.net,"Romero, Pierce and Johnson",Media,referral,2.7,0.0,34,20,38.6,False,0.0,20,2026-03-14
LEAD-00933,John Schultz,samuel58@rhodes-gonzales.com,Underwood-Richardson,Media,referral,26.7,11.2,45,17,4.3,False,0.381,82,2026-03-23
LEAD-00934,Chad Bradley,paul29@hansen.com,Estrada Group,Retail,organic_search,36.9,25.8,23,20,4.4,False,0.311,14,2026-02-15
LEAD-00935,Brandon Owens,oallen@hill.info,"Washington, Turner and Everett",Media,demo_request,51.2,44.4,1,5,30.8,False,0.57,24,2026-02-14
LEAD-00936,Mary Jones,leealexandria@phelps-cuevas.com,Tucker-Carroll,Healthcare,referral,12.2,15.1,48,7,20.1,False,0.251,85,2026-03-07
LEAD-00937,Shelly Contreras,tkim@cross-thompson.com,Parks-Johnson,Healthcare,referral,13.3,0.0,16,17,2.5,False,0.452,28,2026-02-26
LEAD-00938,Walter Powell,mackenziesullivan@ingram-rivera.net,"Sullivan, Stewart and Wilson",E-commerce,webinar,45.9,43.1,17,6,13.3,False,0.371,25,2026-02-17
LEAD-00939,Arthur Mcclain,jennifermartinez@shaw.net,"Rivas, Jordan and Hicks",Manufacturing,demo_request,56.4,65.2,44,15,32.4,False,0.487,56,2026-02-25
LEAD-00940,Tammie King,ymorton@snyder.com,"Young, Perry and Johnson",Fintech,referral,14.8,17.8,8,2,5.3,False,0.102,37,2026-02-27
LEAD-00941,Sean White,christian24@frye-brooks.com,"Barrett, Moss and Ward",Media,referral,27.3,6.6,11,0,20.3,False,0.205,33,2026-03-14
LEAD-00942,Tracy Donaldson,samanthawilson@allen.com,Moran-Miller,Media,webinar,6.2,0.0,31,7,33.1,False,0.125,40,2026-02-02
LEAD-00943,Amy Miller,caroline00@hubbard.com,Ward-Cohen,E-commerce,social,21.9,1.5,21,11,35.8,False,0.175,54,2026-02-18
LEAD-00944,Matthew Hernandez,jeremyobrien@anderson.com,"Conner, Walters and Perry",Media,paid_search,75.2,94.6,5,20,4.8,False,0.762,51,2026-03-23
LEAD-00945,Wendy Hanson,michaelpalmer@warren.org,"Hess, Crawford and Taylor",Manufacturing,webinar,51.7,51.1,12,12,18.4,False,0.576,61,2026-03-10
LEAD-00946,Kayla Sherman,gthomas@lopez.com,Sweeney-Fox,SaaS,organic_search,10.8,14.4,35,20,23.8,False,0.092,78,2026-02-28
LEAD-00947,Vanessa Barber,graysarah@berry.net,Beltran Group,Education,paid_search,41.0,48.1,36,6,2.5,False,0.33,39,2026-02-09
LEAD-00948,Jessica Sullivan,wayne89@tran.com,Velez-Booker,Manufacturing,referral,55.3,54.6,33,3,18.5,False,0.569,56,2026-02-02
LEAD-00949,Joseph Ramirez,gracewilliams@ellis.com,"Bradley, Williams and Black",SaaS,webinar,21.5,43.2,34,1,40.1,False,0.216,34,2026-02-02
LEAD-00950,Andrew Rosario,petersoncole@brewer.com,Clark PLC,E-commerce,webinar,15.5,0.0,44,19,2.2,False,0.05,86,2026-02-22
LEAD-00951,Earl Rodriguez,kcaldwell@freeman.net,Jimenez-Watson,Fintech,social,33.0,48.1,19,12,36.4,False,0.252,24,2026-03-26
LEAD-00952,Angel Thompson,pjohnson@wolf-marshall.com,Martin Group,Fintech,referral,22.4,2.3,5,14,9.6,False,0.327,89,2026-02-19
LEAD-00953,Emily Nelson,chrisbrown@taylor.net,"Morton, Shepherd and Sanchez",Retail,organic_search,4.0,25.5,35,14,10.2,False,0.051,56,2026-03-09
LEAD-00954,Karen Brown,amy82@oliver.com,Morrison-Salazar,Healthcare,organic_search,19.5,16.4,17,18,9.2,False,0.223,12,2026-03-19
LEAD-00955,Devon Davis,erinsuarez@kelly.net,"Austin, Gonzalez and Jensen",E-commerce,paid_search,30.0,14.2,29,4,34.5,False,0.329,76,2026-02-15
LEAD-00956,Joshua Adams,sandratate@smith-gutierrez.com,Jimenez-Harvey,Healthcare,webinar,36.5,33.3,48,0,14.1,False,0.357,1,2026-02-13
LEAD-00957,Elizabeth Hurst,kevin75@morrison.com,Stokes-Steele,Healthcare,organic_search,33.8,32.6,50,20,23.8,False,0.445,30,2026-03-07
LEAD-00958,Sandra Clark,andersoneric@stewart-hardy.biz,Armstrong LLC,Education,webinar,14.8,27.9,8,20,4.1,False,0.334,37,2026-03-08
LEAD-00959,Jacqueline Lewis,aguirrelauren@lee.net,"Cooper, Joseph and Taylor",Media,referral,25.4,5.7,17,18,8.7,False,0.233,62,2026-02-13
LEAD-00960,Melissa Wells,robersontravis@obrien.com,Rodriguez Inc,Healthcare,webinar,32.8,39.8,45,13,25.2,False,0.408,13,2026-02-11
LEAD-00961,Richard Olsen,burnsryan@peck-macdonald.com,"Brandt, Williams and Wong",Healthcare,paid_search,41.5,36.8,47,15,29.4,False,0.311,90,2026-02-25
LEAD-00962,Lisa Chandler,hartrichard@roth.com,Gutierrez-Lopez,Fintech,content_download,17.0,34.1,32,17,5.1,False,0.158,10,2026-02-27
LEAD-00963,Carolyn Preston,andradevanessa@smith-williams.com,Medina and Sons,Manufacturing,social,28.5,7.8,14,18,8.8,False,0.356,89,2026-02-12
LEAD-00964,Anthony Young,bradwillis@higgins.net,"Rice, Carter and Reyes",Healthcare,organic_search,16.1,0.0,12,2,9.4,False,0.242,63,2026-03-10
LEAD-00965,Samuel Lin,theodore82@lamb-summers.org,"Le, Mack and Conway",E-commerce,referral,11.3,17.1,4,20,11.1,False,0.207,65,2026-02-13
LEAD-00966,Rachel Barnes,fitzgeraldzachary@luna.com,Marshall and Sons,Education,organic_search,25.9,16.9,47,15,34.3,False,0.221,59,2026-02-06
LEAD-00967,David Archer,hernandezkevin@smith-short.com,Harmon Inc,Retail,organic_search,13.8,4.0,10,16,22.4,False,0.282,77,2026-02-28
LEAD-00968,Terry Melendez,qfranklin@paul.net,Gray-Sanders,SaaS,referral,23.9,22.1,11,13,41.1,False,0.05,88,2026-02-19
LEAD-00969,Scott Wilson,jennifertorres@smith.com,Wolf Group,Education,webinar,17.1,0.0,33,2,0.7,False,0.173,89,2026-02-20
LEAD-00970,Jordan Burns,smiththomas@cain.com,"David, Cohen and Norris",SaaS,paid_search,38.1,29.4,38,2,19.1,False,0.401,69,2026-02-16
LEAD-00971,Dr. Steven May,monicaclark@adams.com,Hill-Ruiz,E-commerce,paid_search,28.4,23.8,34,16,30.3,False,0.454,57,2026-03-06
LEAD-00972,Joshua Fisher,smiller@williams.com,Moreno Group,Healthcare,webinar,15.4,2.2,42,17,15.1,False,0.0,82,2026-02-10
LEAD-00973,Debra Franklin,cindygarrett@krueger.org,Mitchell and Sons,Healthcare,demo_request,24.3,14.3,4,17,40.2,False,0.298,24,2026-03-05
LEAD-00974,Maria Price,christopherflores@bailey.com,"Castillo, Jimenez and Morgan",Media,content_download,13.6,6.6,34,3,12.7,False,0.1,74,2026-02-26
LEAD-00975,Michael Rodriguez,jillarnold@henry.net,Hill-Price,Manufacturing,paid_search,38.5,45.1,38,10,11.4,False,0.306,54,2026-02-26
LEAD-00976,Michael Welch,sanchezmichael@evans.com,"Perez, Tapia and Singh",Fintech,paid_search,29.3,18.6,50,5,2.4,False,0.258,22,2026-02-26
LEAD-00977,Austin Hensley,fwright@johnson.biz,Reed Ltd,Education,demo_request,34.5,25.5,33,13,4.9,False,0.551,87,2026-03-21
LEAD-00978,Mr. Kenneth Miller,fergusonnatalie@holland.info,Barnes-Hampton,E-commerce,social,36.9,33.3,28,5,10.8,False,0.231,7,2026-03-25
LEAD-00979,Lisa Smith,turnerwilliam@hoover.biz,Shields-Garcia,Retail,referral,50.8,40.6,36,0,3.4,False,0.574,74,2026-03-20
LEAD-00980,Kenneth Boyer,benitezlawrence@torres-ward.com,Richards LLC,Education,referral,13.5,16.5,32,1,44.8,False,0.214,36,2026-02-16
LEAD-00981,Melissa Gonzalez DVM,waltervargas@davis.info,Lucas-Gardner,E-commerce,demo_request,51.6,47.9,10,17,40.0,False,0.515,1,2026-02-16
LEAD-00982,Evan Hill,qmayer@jackson.org,"Beck, Morgan and Cooper",Education,social,21.5,0.0,29,3,44.6,False,0.145,21,2026-02-18
LEAD-00983,Craig Whitaker,beckjean@richardson-sims.com,Garner-Williamson,SaaS,webinar,16.6,15.4,13,13,6.2,False,0.261,71,2026-01-29
LEAD-00984,Hannah Hall,samanthaenglish@alexander.info,Hunter-Clark,Media,social,24.7,30.2,33,10,18.4,False,0.198,28,2026-01-30
LEAD-00985,Russell Sims Jr.,mcmillanchristopher@wells.com,Smith LLC,Media,webinar,24.1,13.9,42,17,19.4,False,0.126,9,2026-01-30
LEAD-00986,Victor Henry,samueljimenez@gibson-gamble.com,Sims-Jones,Healthcare,demo_request,71.2,95.8,9,14,20.9,True,0.693,53,2026-02-21
LEAD-00987,Abigail Sparks,waltonnancy@perez.com,"Wilson, Summers and Chapman",SaaS,content_download,36.0,24.7,27,6,27.7,False,0.436,84,2026-02-19
LEAD-00988,Angela Barber,marytownsend@martin.com,"Hernandez, Tate and Crosby",Manufacturing,content_download,14.4,31.9,5,7,18.6,False,0.012,73,2026-02-20
LEAD-00989,Matthew Page,marcus18@gillespie.net,"Preston, Brooks and Barker",SaaS,referral,19.1,5.2,24,15,13.5,False,0.207,90,2026-03-19
LEAD-00990,Christina Barr,christine74@henson-arias.org,Carter Group,Retail,webinar,27.4,30.6,36,8,29.2,False,0.154,54,2026-02-06
LEAD-00991,Melissa Lynch,glennkristina@hahn.biz,Henderson-Knight,Retail,content_download,2.5,0.0,16,7,21.7,False,0.115,48,2026-03-18
LEAD-00992,Peggy Gray,taylorrichard@jensen.org,"Brennan, Chandler and Spence",Retail,demo_request,55.3,52.7,6,16,12.6,False,0.533,29,2026-03-10
LEAD-00993,Megan Shaw,yhorton@bryant-stein.com,"Quinn, Watson and Harper",Manufacturing,referral,22.9,0.0,29,15,32.3,False,0.239,68,2026-03-09
LEAD-00994,Emma Kerr,ehenry@holt.net,Williams Group,Manufacturing,webinar,21.0,17.2,9,19,12.8,False,0.091,44,2026-02-25
LEAD-00995,Robert Warren,dianawright@young-santana.org,Ramirez LLC,Healthcare,referral,6.5,12.8,5,17,43.8,False,0.209,66,2026-02-04
LEAD-00996,Michelle Hamilton,ccabrera@griffin.net,Green-Powell,Healthcare,referral,41.0,34.9,19,9,24.6,False,0.522,73,2026-03-01
LEAD-00997,William Cooley,derekwright@little.info,"Castro, Jackson and Fuller",Fintech,paid_search,46.5,20.9,49,19,40.0,False,0.644,49,2026-03-18
LEAD-00998,Victoria Bird,briannamontoya@waters-harrell.info,Montgomery-Robinson,SaaS,social,5.9,0.0,9,8,12.4,False,0.127,1,2026-03-16
LEAD-00999,Cindy Olsen,gonzalesjessica@jones.com,Anderson-Cohen,Fintech,social,55.2,42.9,25,15,29.0,False,0.58,20,2026-02-03
LEAD-01000,Douglas Mejia,colleen97@orozco-gibson.net,Weaver-Sanders,Media,demo_request,78.5,51.6,34,5,28.0,True,0.732,76,2026-02-07
LEAD-01001,Jeremiah Wise,chelsea59@allen-harris.com,"Garrison, Booker and King",E-commerce,referral,50.8,28.5,49,3,32.7,False,0.621,30,2026-03-07
LEAD-01002,Lynn Chan,lmaynard@smith-lawson.com,"Ortega, Brown and Zamora",Media,content_download,33.8,38.2,27,6,34.5,False,0.403,76,2026-02-18
LEAD-01003,Brian Baxter,dcoleman@rhodes.com,"Marshall, Marshall and Smith",Education,organic_search,36.2,32.8,15,16,44.7,False,0.451,4,2026-02-27
LEAD-01004,Laura George,alvarezchristian@delacruz.com,Thompson and Sons,Education,paid_search,22.1,16.8,32,8,4.5,False,0.034,21,2026-02-05
LEAD-01005,Lauren Sanders MD,samanthacruz@davis.info,"Scott, Miller and Russell",Retail,webinar,45.3,38.6,36,0,23.3,False,0.441,49,2026-02-28
LEAD-01006,Garrett Drake,susanvillarreal@diaz-jones.com,"Harvey, Bailey and Jenkins",Manufacturing,social,17.3,36.4,8,0,23.8,False,0.258,14,2026-02-13
LEAD-01007,Craig Gonzalez,gespinoza@cook-brown.com,Clark-White,Media,organic_search,21.8,9.5,32,16,9.7,False,0.188,27,2026-02-25
LEAD-01008,April Mcgrath,gutierrezjerry@murray-roman.biz,"Simmons, Morton and Chan",E-commerce,paid_search,50.6,45.4,9,19,14.0,False,0.526,22,2026-03-13
LEAD-01009,Mr. Rodney Clark,parkermatthew@vaughan-hill.biz,Wise-Brown,Media,demo_request,59.9,58.7,24,18,13.4,False,0.491,46,2026-02-25
LEAD-01010,Thomas Duncan,james51@ramirez.com,"Hernandez, Dawson and Walsh",SaaS,organic_search,25.0,35.3,26,11,20.4,False,0.175,47,2026-03-06
LEAD-01011,Richard Harris,cmiller@montgomery-aguilar.com,Cannon-Kaiser,Manufacturing,referral,32.9,32.0,20,16,17.3,False,0.205,82,2026-02-22
LEAD-01012,Cynthia Black,udawson@hoffman.com,Williams-Obrien,Fintech,webinar,26.9,37.3,5,0,31.0,False,0.159,86,2026-03-04
LEAD-01013,Cynthia Lowe,donnameyers@martinez-aguilar.com,Pitts Group,Media,content_download,19.3,20.7,48,0,35.4,False,0.0,51,2026-03-02
LEAD-01014,Richard Rodriguez DDS,jeanetteirwin@rodriguez.com,Stephenson Group,SaaS,demo_request,40.5,21.5,22,10,21.8,False,0.48,67,2026-02-11
LEAD-01015,Norma Rodriguez,rhondahaney@jackson.org,Snyder Group,Education,organic_search,35.5,32.0,4,18,18.5,False,0.23,4,2026-02-06
LEAD-01016,Laura Smith,davisdonald@young.com,"Martinez, Dennis and Ward",Retail,referral,20.8,20.1,8,13,39.6,False,0.183,87,2026-02-02
LEAD-01017,Danielle Reynolds,tball@jarvis-wolfe.com,Higgins-Osborn,E-commerce,content_download,39.5,21.0,22,6,44.3,False,0.362,57,2026-01-28
LEAD-01018,Ashley Leon,bdavis@martin.com,"Santos, Roberts and Hughes",Retail,referral,30.6,24.1,2,5,13.6,False,0.22,89,2026-02-10
LEAD-01019,Anne Lee,carlasmith@reynolds.info,Thomas Ltd,Manufacturing,referral,12.8,14.6,39,14,31.8,False,0.189,12,2026-02-10
LEAD-01020,Charles Taylor,melissagonzalez@hardy.com,King-Carter,E-commerce,social,15.1,14.8,14,7,34.3,False,0.164,50,2026-02-08
LEAD-01021,Paula Pugh,thomas90@scott-campbell.com,Coleman-Lewis,Media,social,23.6,0.0,30,10,38.2,False,0.347,47,2026-02-21
LEAD-01022,Gregory Willis,hughesmarc@robinson-riley.com,Evans-Adams,Education,referral,5.1,7.8,2,12,25.3,False,0.02,35,2026-03-19
LEAD-01023,Diana Brooks,luis08@terry.com,Taylor-Stephens,Fintech,referral,32.8,16.0,2,11,9.1,False,0.316,68,2026-02-06
LEAD-01024,Maureen Johnson,whenderson@smith.com,Turner Ltd,Fintech,demo_request,19.2,19.3,41,9,27.6,False,0.2,76,2026-03-10
LEAD-01025,Calvin Salazar,amy72@holmes-silva.com,Wilson-Jackson,Retail,webinar,32.2,20.4,26,12,32.8,False,0.33,70,2026-03-17
LEAD-01026,Melinda Gregory,morrisronald@chandler.com,"Thompson, Hardy and Davidson",E-commerce,webinar,16.6,25.9,30,10,23.5,False,0.248,5,2026-01-26
LEAD-01027,Kayla White,carpenterdavid@sims.org,Saunders-Gonzalez,Education,organic_search,7.1,3.6,19,20,1.4,False,0.09,54,2026-02-28
LEAD-01028,Katherine Miller,blairtracy@anderson.com,Miller-Smith,Healthcare,social,47.0,66.9,34,14,12.1,False,0.525,14,2026-02-11
LEAD-01029,Kyle Middleton,meganmonroe@daugherty.net,Cook PLC,Fintech,demo_request,12.7,16.3,48,12,5.9,False,0.151,73,2026-02-19
LEAD-01030,Caroline Clarke,gregoryjackson@pierce.info,May-Smith,Healthcare,demo_request,17.9,22.0,29,19,3.0,False,0.118,22,2026-03-13
LEAD-01031,Ashley Rodriguez,brandon68@hernandez-james.net,"Macdonald, Hart and Richards",Fintech,content_download,27.1,23.9,48,19,9.8,False,0.177,3,2026-03-22
LEAD-01032,Michael Weaver,shahchristopher@taylor.biz,Rivers-Smith,Education,social,19.5,20.8,14,2,31.0,False,0.295,11,2026-03-22
LEAD-01033,Michelle Levy,becky11@rodriguez-riddle.com,Sullivan PLC,Healthcare,social,34.4,66.9,46,10,15.2,False,0.31,57,2026-03-14
LEAD-01034,Calvin Cooper,fischerdustin@johnston.com,Wolf-Hale,SaaS,organic_search,50.8,61.1,31,5,15.7,False,0.401,50,2026-03-21
LEAD-01035,Melissa Weaver,efuller@collins-ayers.com,"Underwood, Vaughn and Merritt",Media,paid_search,39.5,51.9,16,1,17.5,False,0.103,27,2026-03-24
LEAD-01036,Erica Washington,scott70@mcdonald.org,Harmon Ltd,Retail,social,31.4,40.3,29,16,43.9,False,0.129,57,2026-01-30
LEAD-01037,Colin Morales,ravenhanson@garrett.com,Baker LLC,E-commerce,content_download,4.9,21.8,44,11,5.4,False,0.088,7,2026-02-03
LEAD-01038,Joseph Griffith,hfisher@banks.com,Rodriguez-Cooper,Education,organic_search,44.5,0.0,16,12,22.1,False,0.47,62,2026-02-09
LEAD-01039,Yvette Rodriguez,cheryl91@hernandez.org,Wilson-Harris,Retail,referral,4.9,6.9,39,11,36.3,False,0.0,85,2026-03-05
LEAD-01040,Jenny Dunn,jeffrey37@johnson-duran.com,"Davis, Payne and Zamora",Healthcare,content_download,42.3,42.0,9,4,12.6,False,0.322,77,2026-02-05
LEAD-01041,Jason Peters,joshuanelson@cruz.org,"Edwards, Wade and Franklin",Retail,referral,17.6,47.7,14,14,4.0,False,0.245,54,2026-03-15
LEAD-01042,Kerry Mason,michele17@rodriguez.org,"Leach, Williams and May",Media,social,37.8,33.1,22,14,26.4,False,0.391,16,2026-02-15
LEAD-01043,Lance Scott,anthonycowan@nelson.com,Blanchard Group,Fintech,organic_search,51.1,51.2,39,9,15.4,False,0.359,86,2026-03-23
